Gene 1,Gene 2,Weight,Network group,Network,cluster
GABRA4,NLGN1,0.010063258,Co-expression,Lattin-Sweet-2008,2
GABRA4,ERC2,0.003358533,Co-expression,Lattin-Sweet-2008,2
GABRA4,DCC,0.011448831,Co-expression,Lattin-Sweet-2008,2
CNKSR2,DOCK4,0.021506961,Co-expression,Lattin-Sweet-2008,2
CNKSR2,HS3ST4,0.013402488,Co-expression,Lattin-Sweet-2008,2
CNKSR2,ERC2,0.006879451,Co-expression,Lattin-Sweet-2008,2
ERC1,RNF182,0.011310066,Co-expression,Lattin-Sweet-2008,2
ERC1,GRM4,0.011642242,Co-expression,Lattin-Sweet-2008,2
SYT1,NRXN3,0.008562581,Co-expression,Lattin-Sweet-2008,2
SYT1,CLSTN2,0.005686846,Co-expression,Lattin-Sweet-2008,2
SYT1,NTM,0.004942128,Co-expression,Lattin-Sweet-2008,2
ADGRB3,NRXN3,0.005575493,Co-expression,Lattin-Sweet-2008,2
ADGRB3,DOCK4,0.005834458,Co-expression,Lattin-Sweet-2008,2
ADGRB3,ERC2,0.002109446,Co-expression,Lattin-Sweet-2008,2
ADGRB3,CELF4,0.002624742,Co-expression,Lattin-Sweet-2008,2
ADGRB3,TMEM181A,0.004936455,Co-expression,Lattin-Sweet-2008,2
BC030500,HS3ST4,0.0123403,Co-expression,Lattin-Sweet-2008,2
BC030500,NLGN1,0.020568488,Co-expression,Lattin-Sweet-2008,2
BC030500,ERC2,0.006046689,Co-expression,Lattin-Sweet-2008,2
BC030500,GABRA4,0.011018128,Co-expression,Lattin-Sweet-2008,2
BC030500,ADGRB3,0.005991563,Co-expression,Lattin-Sweet-2008,2
SHISA9,CELF4,0.006477906,Co-expression,Lattin-Sweet-2008,2
SHISA9,ADGRB3,0.005231144,Co-expression,Lattin-Sweet-2008,2
PRICKLE2,HS3ST4,0.00627398,Co-expression,Lattin-Sweet-2008,2
PRICKLE2,FAM19A1,0.007072331,Co-expression,Lattin-Sweet-2008,2
PRICKLE2,CLSTN2,0.006134275,Co-expression,Lattin-Sweet-2008,2
PRICKLE2,ERC2,0.003401715,Co-expression,Lattin-Sweet-2008,2
PRICKLE2,CELF4,0.003894214,Co-expression,Lattin-Sweet-2008,2
PRICKLE2,SYT16,0.005004631,Co-expression,Lattin-Sweet-2008,2
PRICKLE2,SYT1,0.004504962,Co-expression,Lattin-Sweet-2008,2
CYP4X1,ELAVL2,0.019241113,Co-expression,Lattin-Sweet-2008,2
CYP4X1,CADPS,0.006228609,Co-expression,Lattin-Sweet-2008,2
CDH9,HS3ST4,0.011126902,Co-expression,Lattin-Sweet-2008,2
CDH9,NLGN1,0.017914318,Co-expression,Lattin-Sweet-2008,2
CDH9,ERC2,0.006249806,Co-expression,Lattin-Sweet-2008,2
CDH9,GABRA4,0.00952733,Co-expression,Lattin-Sweet-2008,2
CDH9,BC030500,0.019586865,Co-expression,Lattin-Sweet-2008,2
GAD1,NRXN3,0.011570788,Co-expression,Lattin-Sweet-2008,2
GAD1,CPNE4,0.008926,Co-expression,Lattin-Sweet-2008,2
NRP1,ZBTB20,0.012376774,Co-expression,Akerblad-Sigvardsson-2005,2
CADPS,CELF4,0.022643305,Co-expression,Akerblad-Sigvardsson-2005,2
PRKCA,ZBTB20,0.006403969,Co-expression,Akahoshi-Ishii-2011,2
ARHGEF25,ZBTB20,0.003712482,Co-expression,Akahoshi-Ishii-2011,2
ARHGEF25,PRKCA,0.005879179,Co-expression,Akahoshi-Ishii-2011,2
NRP1,ZBTB20,0.003251039,Co-expression,Akahoshi-Ishii-2011,2
NRP1,UNC5C,0.004101361,Co-expression,Akahoshi-Ishii-2011,2
NRP1,PRKCA,0.005528486,Co-expression,Akahoshi-Ishii-2011,2
NRP1,ARHGEF25,0.003007691,Co-expression,Akahoshi-Ishii-2011,2
CDH9,NRP1,0.005926668,Co-expression,Akahoshi-Ishii-2011,2
GAD1,CADPS,0.00661218,Co-expression,Akahoshi-Ishii-2011,2
TEAD1,ELAVL2,0.008667359,Co-expression,Anderson-Neville-2007,2
NRP1,ZBTB20,0.013541832,Co-expression,Anderson-Neville-2007,2
CADPS,ELAVL2,0.009260355,Co-expression,Anderson-Neville-2007,2
CNTN3,CELF4,0.009316602,Co-expression,Anderson-Neville-2007,2
SYT1,ELAVL2,0.001743928,Co-expression,Anderson-Neville-2007,2
SYT1,CNTN3,0.00276569,Co-expression,Anderson-Neville-2007,2
CDH9,ELAVL2,0.002814715,Co-expression,Anderson-Neville-2007,2
GAD1,CNTN3,0.009700432,Co-expression,Anderson-Neville-2007,2
GAD1,SYT1,0.005073196,Co-expression,Anderson-Neville-2007,2
CLSTN2,SLIT1,0.008659672,Co-expression,Rinn-Snyder-2004,2
CADPS,ZBTB20,0.006528027,Co-expression,Rinn-Snyder-2004,2
CADPS,ELAVL2,0.007897517,Co-expression,Rinn-Snyder-2004,2
CADPS,NTM,0.006095839,Co-expression,Rinn-Snyder-2004,2
CADPS,CELF4,0.003139007,Co-expression,Rinn-Snyder-2004,2
CNTN6,NLGN1,0.008582315,Co-expression,Rinn-Snyder-2004,2
CNTN6,CADPS,0.002585147,Co-expression,Rinn-Snyder-2004,2
CAMK1G,UNC5C,0.010515237,Co-expression,Rinn-Snyder-2004,2
CNTN3,CADPS,0.004450157,Co-expression,Rinn-Snyder-2004,2
RAB37,CLSTN2,0.007327453,Co-expression,Rinn-Snyder-2004,2
SYT1,SLIT1,0.012216801,Co-expression,Rinn-Snyder-2004,2
SYT1,CADPS,0.00429818,Co-expression,Rinn-Snyder-2004,2
CDH9,DCC,0.010226552,Co-expression,Rinn-Snyder-2004,2
CDH9,CADPS,0.003901489,Co-expression,Rinn-Snyder-2004,2
NRP1,ZBTB20,0.016003808,Co-expression,Zapala-Barlow-2005,2
CELF4,UNC5C,0.006153875,Co-expression,Zapala-Barlow-2005,2
CADPS,ELAVL2,0.004700068,Co-expression,Zapala-Barlow-2005,2
CNTN3,CELF4,0.008129098,Co-expression,Zapala-Barlow-2005,2
SYT1,PRKCA,0.011834282,Co-expression,Zapala-Barlow-2005,2
SYT1,CELF4,0.004590037,Co-expression,Zapala-Barlow-2005,2
SYT1,CADPS,0.005183532,Co-expression,Zapala-Barlow-2005,2
GAD1,CELF4,0.003758651,Co-expression,Zapala-Barlow-2005,2
GAD1,CADPS,0.00446671,Co-expression,Zapala-Barlow-2005,2
GAD1,SYT1,0.007120396,Co-expression,Zapala-Barlow-2005,2
TEAD1,NECTIN3,0.020391485,Co-expression,Peng-Stevenson-2013,2
PRKCA,CLSTN2,0.011043297,Co-expression,Peng-Stevenson-2013,2
PRICKLE2,KCNQ5,0.00826562,Co-expression,Peng-Stevenson-2013,2
PRICKLE2,FAM19A1,0.005538578,Co-expression,Peng-Stevenson-2013,2
PRICKLE2,CLSTN2,0.003563555,Co-expression,Peng-Stevenson-2013,2
PRICKLE2,NRP1,0.007527115,Co-expression,Peng-Stevenson-2013,2
CADPS,PRKCA,0.022684932,Co-expression,Schreiner-Scott-2009,2
SYT1,CELF4,0.01284573,Co-expression,Schreiner-Scott-2009,2
GAD1,ELAVL2,0.019970797,Co-expression,Schreiner-Scott-2009,2
GRIK4,SLIT1,0.00812551,Co-expression,Harris-Stevenson-2013,2
DCC,NRXN3,0.006941278,Co-expression,Harris-Stevenson-2013,2
ARHGEF25,ZBTB20,0.013004435,Co-expression,Harris-Stevenson-2013,2
ERC1,FAM19A1,0.014133,Co-expression,Harris-Stevenson-2013,2
PRICKLE2,NECTIN3,0.013512036,Co-expression,Harris-Stevenson-2013,2
UNC5C,ZBTB20,0.007392721,Co-expression,Moggs-Orphanides-2004,2
CADPS,ZBTB20,0.006763628,Co-expression,Moggs-Orphanides-2004,2
NRP1,NECTIN3,0.012234711,Co-expression,Stein-Gusterson-2004,2
NRP1,ARHGEF25,0.008842856,Co-expression,Hovatta-Barlow-2005,2
CELF4,UNC5C,0.00533448,Co-expression,Hovatta-Barlow-2005,2
CNTN3,ELAVL2,0.008283051,Co-expression,Hovatta-Barlow-2005,2
GAD1,CELF4,0.003446359,Co-expression,Hovatta-Barlow-2005,2
GAD1,CADPS,0.007158121,Co-expression,Hovatta-Barlow-2005,2
CADPS,ELAVL2,0.012414234,Co-expression,Jacobs-Benoist-2010,2
CNTN3,ELAVL2,0.007917891,Co-expression,Jacobs-Benoist-2010,2
SYT1,CADPS,0.010685423,Co-expression,Jacobs-Benoist-2010,2
CDH9,ELAVL2,0.006705659,Co-expression,Jacobs-Benoist-2010,2
CDH9,CADPS,0.013629707,Co-expression,Jacobs-Benoist-2010,2
CDH9,SYT1,0.005363255,Co-expression,Jacobs-Benoist-2010,2
NRP1,ZBTB20,0.01038488,Co-expression,Singh-Darlington-2011,2
SYT1,NECTIN3,0.013943963,Co-expression,Singh-Darlington-2011,2
TRHDE,SHISA6,0.018436663,Co-localization,Zhang-Hughes-2004,2
DGKB,CPNE4,0.003332872,Co-localization,Zhang-Hughes-2004,2
NLGN1,CPNE4,0.002023262,Co-localization,Zhang-Hughes-2004,2
NLGN1,TRHDE,0.004938752,Co-localization,Zhang-Hughes-2004,2
NLGN1,DGKB,0.004384794,Co-localization,Zhang-Hughes-2004,2
CLSTN2,NLGN1,0.005964677,Co-localization,Zhang-Hughes-2004,2
ERC2,CPNE4,0.002426781,Co-localization,Zhang-Hughes-2004,2
ERC2,DGKB,0.002522674,Co-localization,Zhang-Hughes-2004,2
ERC2,NLGN1,0.003438909,Co-localization,Zhang-Hughes-2004,2
NTM,TRHDE,0.00762642,Co-localization,Zhang-Hughes-2004,2
NTM,NLGN1,0.002349187,Co-localization,Zhang-Hughes-2004,2
NTM,ERC2,0.005154349,Co-localization,Zhang-Hughes-2004,2
CADPS,NLGN1,0.003175587,Co-localization,Zhang-Hughes-2004,2
CADPS,DCC,0.009998459,Co-localization,Zhang-Hughes-2004,2
CADPS,NTM,0.004755187,Co-localization,Zhang-Hughes-2004,2
TMEM181A,RIMS1,0.012962053,Co-localization,Zhang-Hughes-2004,2
GRM4,KCNQ5,0.015351574,Co-localization,Zhang-Hughes-2004,2
CNTN6,SHISA6,0.015931804,Co-localization,Zhang-Hughes-2004,2
CNTN6,TRHDE,0.016474452,Co-localization,Zhang-Hughes-2004,2
CNTN6,NTM,0.006806607,Co-localization,Zhang-Hughes-2004,2
CAMK1G,DCC,0.016916443,Co-localization,Zhang-Hughes-2004,2
CAMK1G,ARHGEF25,0.013725347,Co-localization,Zhang-Hughes-2004,2
CAMK1G,CADPS,0.009999936,Co-localization,Zhang-Hughes-2004,2
CNTN3,RIMS1,0.017665427,Co-localization,Zhang-Hughes-2004,2
CNTN3,GRIK4,0.022110572,Co-localization,Zhang-Hughes-2004,2
GABRA4,DGKB,0.008022268,Co-localization,Zhang-Hughes-2004,2
GABRA4,NLGN1,0.004809822,Co-localization,Zhang-Hughes-2004,2
CNKSR2,SHISA6,0.011048961,Co-localization,Zhang-Hughes-2004,2
CNKSR2,DOCK4,0.008166778,Co-localization,Zhang-Hughes-2004,2
SYT16,NLGN1,0.005120035,Co-localization,Zhang-Hughes-2004,2
SYT16,GABRA4,0.018311046,Co-localization,Zhang-Hughes-2004,2
SYT1,CPNE4,0.002572234,Co-localization,Zhang-Hughes-2004,2
SYT1,TRHDE,0.006260608,Co-localization,Zhang-Hughes-2004,2
SYT1,DGKB,0.005556089,Co-localization,Zhang-Hughes-2004,2
SYT1,NLGN1,0.00196716,Co-localization,Zhang-Hughes-2004,2
SYT1,CLSTN2,0.007266565,Co-localization,Zhang-Hughes-2004,2
SYT1,ERC2,0.004267694,Co-localization,Zhang-Hughes-2004,2
SYT1,NTM,0.002878626,Co-localization,Zhang-Hughes-2004,2
SYT1,CADPS,0.003948464,Co-localization,Zhang-Hughes-2004,2
SYT1,GABRA4,0.005905331,Co-localization,Zhang-Hughes-2004,2
SYT1,CNKSR2,0.004088107,Co-localization,Zhang-Hughes-2004,2
ADGRB3,SHISA6,0.013569055,Co-localization,Zhang-Hughes-2004,2
ADGRB3,TRHDE,0.014082367,Co-localization,Zhang-Hughes-2004,2
ADGRB3,NLGN1,0.003852522,Co-localization,Zhang-Hughes-2004,2
ADGRB3,CNTN6,0.0116573,Co-localization,Zhang-Hughes-2004,2
ADGRB3,SYT1,0.004852307,Co-localization,Zhang-Hughes-2004,2
BC030500,CPNE4,0.0065293,Co-localization,Zhang-Hughes-2004,2
BC030500,DGKB,0.0067392,Co-localization,Zhang-Hughes-2004,2
BC030500,NLGN1,0.004529847,Co-localization,Zhang-Hughes-2004,2
BC030500,ERC2,0.005265231,Co-localization,Zhang-Hughes-2004,2
BC030500,GABRA4,0.014674876,Co-localization,Zhang-Hughes-2004,2
BC030500,SYT1,0.005579756,Co-localization,Zhang-Hughes-2004,2
SHISA9,DGKB,0.01598364,Co-localization,Zhang-Hughes-2004,2
SHISA9,NLGN1,0.005178769,Co-localization,Zhang-Hughes-2004,2
SHISA9,NTM,0.007585079,Co-localization,Zhang-Hughes-2004,2
SHISA9,SYT1,0.006360197,Co-localization,Zhang-Hughes-2004,2
CDH9,CPNE4,0.009227214,Co-localization,Zhang-Hughes-2004,2
CDH9,NLGN1,0.006114968,Co-localization,Zhang-Hughes-2004,2
CDH9,SYT1,0.007677726,Co-localization,Zhang-Hughes-2004,2
CDH9,BC030500,0.019507138,Co-localization,Zhang-Hughes-2004,2
GAD1,TRHDE,0.019665275,Co-localization,Zhang-Hughes-2004,2
GAD1,DGKB,0.008497454,Co-localization,Zhang-Hughes-2004,2
GAD1,NLGN1,0.005576266,Co-localization,Zhang-Hughes-2004,2
GAD1,NTM,0.008135499,Co-localization,Zhang-Hughes-2004,2
GAD1,SYT1,0.006776009,Co-localization,Zhang-Hughes-2004,2
GAD1,SHISA9,0.020016998,Co-localization,Zhang-Hughes-2004,2
TRHDE,CPNE4,0.019580211,Co-localization,Su-Hogenesch-2004,2
ERC2,KCNQ5,0.020427711,Co-localization,Su-Hogenesch-2004,2
CADPS,CLSTN2,0.003943371,Co-localization,Su-Hogenesch-2004,2
CADPS,PRKCA,0.007424519,Co-localization,Su-Hogenesch-2004,2
CADPS,CELF4,0.00240987,Co-localization,Su-Hogenesch-2004,2
CAMK1G,RAB26,0.015004365,Co-localization,Su-Hogenesch-2004,2
GABRA4,KCNQ5,0.015265947,Co-localization,Su-Hogenesch-2004,2
GABRA4,ERC2,0.01348857,Co-localization,Su-Hogenesch-2004,2
CNKSR2,RIMS1,0.013981068,Co-localization,Su-Hogenesch-2004,2
CNKSR2,FAM19A1,0.01028237,Co-localization,Su-Hogenesch-2004,2
CNKSR2,ERC2,0.008005635,Co-localization,Su-Hogenesch-2004,2
CNKSR2,GABRA4,0.006636294,Co-localization,Su-Hogenesch-2004,2
SYT1,CLSTN2,0.005482956,Co-localization,Su-Hogenesch-2004,2
SYT1,PRKCA,0.010031587,Co-localization,Su-Hogenesch-2004,2
SYT1,CELF4,0.003394299,Co-localization,Su-Hogenesch-2004,2
SYT1,CADPS,0.002763001,Co-localization,Su-Hogenesch-2004,2
ADGRB3,KCNQ5,0.016112963,Co-localization,Su-Hogenesch-2004,2
ADGRB3,NTM,0.011846345,Co-localization,Su-Hogenesch-2004,2
ADGRB3,GABRA4,0.011589238,Co-localization,Su-Hogenesch-2004,2
ADGRB3,CNKSR2,0.007748797,Co-localization,Su-Hogenesch-2004,2
BC030500,TRHDE,0.01607159,Co-localization,Su-Hogenesch-2004,2
BC030500,RAB26,0.020524405,Co-localization,Su-Hogenesch-2004,2
BC030500,CAMK1G,0.010648078,Co-localization,Su-Hogenesch-2004,2
PRICKLE2,ARHGEF25,0.011906217,Co-localization,Su-Hogenesch-2004,2
CYP4X1,ELAVL2,0.01969452,Co-localization,Su-Hogenesch-2004,2
CYP4X1,CADPS,0.006833252,Co-localization,Su-Hogenesch-2004,2
CYP4X1,CAMK1G,0.014779515,Co-localization,Su-Hogenesch-2004,2
CDH9,FAM19A1,0.031159995,Co-localization,Su-Hogenesch-2004,2
CDH9,GABRA4,0.014411693,Co-localization,Su-Hogenesch-2004,2
GAD1,NTM,0.007570831,Co-localization,Su-Hogenesch-2004,2
GAD1,CELF4,0.003925902,Co-localization,Su-Hogenesch-2004,2
GAD1,SHISA9,0.01440973,Co-localization,Su-Hogenesch-2004,2
SLIT1,CPNE4,0.020474108,Co-localization,Siddiqui-Marra-2005,2
PRKCA,DGKB,0.002794697,Co-localization,Siddiqui-Marra-2005,2
CELF4,CPNE4,0.004477634,Co-localization,Siddiqui-Marra-2005,2
CELF4,NTM,0.003420615,Co-localization,Siddiqui-Marra-2005,2
CADPS,ERC2,0.012550134,Co-localization,Siddiqui-Marra-2005,2
CADPS,CELF4,0.002654192,Co-localization,Siddiqui-Marra-2005,2
CAMK1G,CELF4,0.002832993,Co-localization,Siddiqui-Marra-2005,2
CNTN3,CELF4,0.003593489,Co-localization,Siddiqui-Marra-2005,2
CNKSR2,DGKB,0.003573539,Co-localization,Siddiqui-Marra-2005,2
SYT16,KCNQ5,0.012522217,Co-localization,Siddiqui-Marra-2005,2
SYT16,CELF4,0.002778033,Co-localization,Siddiqui-Marra-2005,2
SYT1,CPNE4,0.003146007,Co-localization,Siddiqui-Marra-2005,2
SYT1,ERC2,0.003728215,Co-localization,Siddiqui-Marra-2005,2
SYT1,CELF4,0.000842439,Co-localization,Siddiqui-Marra-2005,2
SYT1,CADPS,0.001843193,Co-localization,Siddiqui-Marra-2005,2
SYT1,CAMK1G,0.002086252,Co-localization,Siddiqui-Marra-2005,2
SYT1,CNTN3,0.002905066,Co-localization,Siddiqui-Marra-2005,2
SYT1,SYT16,0.001999717,Co-localization,Siddiqui-Marra-2005,2
ADGRB3,SYT16,0.009891226,Co-localization,Siddiqui-Marra-2005,2
CYP4X1,ELAVL2,0.01542515,Co-localization,Siddiqui-Marra-2005,2
FAM19A1,RIMS1,0.013325438,Other,Conservation profile-Phylogeny,2
CNKSR2,KCNQ5,0.012770668,Other,Conservation profile-Phylogeny,2
SHISA9,FAM19A1,0.017521221,Other,Conservation profile-Phylogeny,2
NRXN3,RIMS1,0.002404077,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CPNE4,NRXN3,0.001224141,Predicted,Guan-Troyanskaya-2008 MouseNET,2
TRHDE,NRXN3,0.001348056,Predicted,Guan-Troyanskaya-2008 MouseNET,2
TRHDE,DOCK4,0.005230433,Predicted,Guan-Troyanskaya-2008 MouseNET,2
TRHDE,CPNE4,0.003817324,Predicted,Guan-Troyanskaya-2008 MouseNET,2
SLIT1,NRXN3,0.001101084,Predicted,Guan-Troyanskaya-2008 MouseNET,2
GRIK4,DOCK4,0.004542528,Predicted,Guan-Troyanskaya-2008 MouseNET,2
GRIK4,CPNE4,0.002754885,Predicted,Guan-Troyanskaya-2008 MouseNET,2
DGKB,CPNE4,0.001842561,Predicted,Guan-Troyanskaya-2008 MouseNET,2
DGKB,TRHDE,0.002344498,Predicted,Guan-Troyanskaya-2008 MouseNET,2
NLGN1,NRXN3,0.002012623,Predicted,Guan-Troyanskaya-2008 MouseNET,2
NLGN1,CPNE4,0.001825858,Predicted,Guan-Troyanskaya-2008 MouseNET,2
NLGN1,TRHDE,0.00244565,Predicted,Guan-Troyanskaya-2008 MouseNET,2
NLGN1,DGKB,0.00208115,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CLSTN2,NRXN3,0.001917447,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CLSTN2,CPNE4,0.002966465,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CLSTN2,DGKB,0.003231602,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CLSTN2,NLGN1,0.00564863,Predicted,Guan-Troyanskaya-2008 MouseNET,2
UNC5C,RIMS1,0.00093087,Predicted,Guan-Troyanskaya-2008 MouseNET,2
UNC5C,NRXN3,0.000610265,Predicted,Guan-Troyanskaya-2008 MouseNET,2
NECTIN3,UNC5C,0.000843216,Predicted,Guan-Troyanskaya-2008 MouseNET,2
TEAD1,UNC5C,0.000584415,Predicted,Guan-Troyanskaya-2008 MouseNET,2
ERC2,NRXN3,0.001153819,Predicted,Guan-Troyanskaya-2008 MouseNET,2
ERC2,CPNE4,0.00156332,Predicted,Guan-Troyanskaya-2008 MouseNET,2
ERC2,SLIT1,0.000975026,Predicted,Guan-Troyanskaya-2008 MouseNET,2
ERC2,GRIK4,0.001749992,Predicted,Guan-Troyanskaya-2008 MouseNET,2
ERC2,DGKB,0.00148349,Predicted,Guan-Troyanskaya-2008 MouseNET,2
ERC2,NLGN1,0.001891871,Predicted,Guan-Troyanskaya-2008 MouseNET,2
ERC2,CLSTN2,0.002610998,Predicted,Guan-Troyanskaya-2008 MouseNET,2
PRKCA,TEAD1,0.000824687,Predicted,Guan-Troyanskaya-2008 MouseNET,2
DCC,RIMS1,0.001270196,Predicted,Guan-Troyanskaya-2008 MouseNET,2
DCC,NRXN3,0.001082103,Predicted,Guan-Troyanskaya-2008 MouseNET,2
DCC,UNC5C,0.00060208,Predicted,Guan-Troyanskaya-2008 MouseNET,2
DCC,PRKCA,0.000640342,Predicted,Guan-Troyanskaya-2008 MouseNET,2
NTM,NRXN3,0.001708951,Predicted,Guan-Troyanskaya-2008 MouseNET,2
NTM,CPNE4,0.001546487,Predicted,Guan-Troyanskaya-2008 MouseNET,2
NTM,TRHDE,0.002110543,Predicted,Guan-Troyanskaya-2008 MouseNET,2
NTM,GRIK4,0.001613683,Predicted,Guan-Troyanskaya-2008 MouseNET,2
NTM,DGKB,0.001636503,Predicted,Guan-Troyanskaya-2008 MouseNET,2
NTM,NLGN1,0.002806038,Predicted,Guan-Troyanskaya-2008 MouseNET,2
NTM,CLSTN2,0.003114379,Predicted,Guan-Troyanskaya-2008 MouseNET,2
NTM,ERC2,0.001842849,Predicted,Guan-Troyanskaya-2008 MouseNET,2
NRP1,SLIT1,0.000565165,Predicted,Guan-Troyanskaya-2008 MouseNET,2
NRP1,UNC5C,0.000506321,Predicted,Guan-Troyanskaya-2008 MouseNET,2
NRP1,TEAD1,0.000604921,Predicted,Guan-Troyanskaya-2008 MouseNET,2
NRP1,PRKCA,0.000223706,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CADPS,RIMS1,0.001225497,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CADPS,NRXN3,0.001717108,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CADPS,CPNE4,0.000868254,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CADPS,TRHDE,0.001141127,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CADPS,SLIT1,0.001159721,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CADPS,GRIK4,0.000980286,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CADPS,DGKB,0.00062447,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CADPS,NLGN1,0.001168963,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CADPS,CLSTN2,0.001250334,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CADPS,UNC5C,0.000419196,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CADPS,ERC2,0.00125683,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CADPS,DCC,0.000880534,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CADPS,NTM,0.001211452,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CADPS,NRP1,0.000195061,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CADPS,CELF4,0.001598442,Predicted,Guan-Troyanskaya-2008 MouseNET,2
MPP7,TRPS1,0.5048057,Predicted,Guan-Troyanskaya-2008 MouseNET,2
TMEM181A,RIMS1,0.22613987,Predicted,Guan-Troyanskaya-2008 MouseNET,2
RAB26,RIMS1,0.33669025,Predicted,Guan-Troyanskaya-2008 MouseNET,2
GRM4,RIMS1,0.006694875,Predicted,Guan-Troyanskaya-2008 MouseNET,2
GRM4,NRXN3,0.002567195,Predicted,Guan-Troyanskaya-2008 MouseNET,2
GRM4,SLIT1,0.004553122,Predicted,Guan-Troyanskaya-2008 MouseNET,2
GRM4,CADPS,0.001583695,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNTN6,NRXN3,0.001546077,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNTN6,TRHDE,0.005583922,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNTN6,GRIK4,0.002503098,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNTN6,NLGN1,0.001745684,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNTN6,ERC2,0.001632097,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNTN6,NTM,0.002772502,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNTN6,CADPS,0.001105353,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CAMK1G,NRXN3,0.000657404,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CAMK1G,CPNE4,0.001164847,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CAMK1G,GRIK4,0.001237181,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CAMK1G,NLGN1,0.000907802,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CAMK1G,ERC2,0.001032975,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CAMK1G,PRKCA,0.000686957,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CAMK1G,NTM,0.000928898,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CAMK1G,ARHGEF25,0.005819766,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CAMK1G,CELF4,0.002118182,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CAMK1G,CADPS,0.000847334,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CAMK1G,CNTN6,0.001452751,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNTN3,GRIK4,0.004798322,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNTN3,NLGN1,0.002493222,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNTN3,ERC2,0.001845333,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNTN3,NTM,0.002130439,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNTN3,CADPS,0.001209345,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNTN3,CNTN6,0.003350171,Predicted,Guan-Troyanskaya-2008 MouseNET,2
GABRA4,NRXN3,0.00132873,Predicted,Guan-Troyanskaya-2008 MouseNET,2
GABRA4,CPNE4,0.002089259,Predicted,Guan-Troyanskaya-2008 MouseNET,2
GABRA4,DGKB,0.002592076,Predicted,Guan-Troyanskaya-2008 MouseNET,2
GABRA4,NLGN1,0.002224782,Predicted,Guan-Troyanskaya-2008 MouseNET,2
GABRA4,ERC2,0.001966972,Predicted,Guan-Troyanskaya-2008 MouseNET,2
GABRA4,NTM,0.001571924,Predicted,Guan-Troyanskaya-2008 MouseNET,2
GABRA4,CNTN6,0.002030167,Predicted,Guan-Troyanskaya-2008 MouseNET,2
RAB37,RIMS1,0.23259595,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNKSR2,RIMS1,0.002486512,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNKSR2,NRXN3,0.000932224,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNKSR2,DOCK4,0.004787077,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNKSR2,CPNE4,0.002319758,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNKSR2,TRHDE,0.004052538,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNKSR2,GRIK4,0.003287263,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNKSR2,DGKB,0.002564577,Predicted,Guan-Troyanskaya-2008 MouseNET,2
CNKSR2,NLGN1,0.001687712,Predicted,Guan-Troyanskaya-2008 MouseNET,2
