Gene 1,Gene 2,Weight,Network group,Network,cluster
TCF3,RUNX1T1,0.000564106,Genetic Interactions,Lin-Smith-2010,2
TCF3,TCF12,0.000675395,Genetic Interactions,Lin-Smith-2010,2
PPP3R1,AUTS2,0.000399552,Genetic Interactions,Lin-Smith-2010,2
PPP3R1,CNTNAP2,0.000427582,Genetic Interactions,Lin-Smith-2010,2
PPP3R1,CADPS2,0.000780759,Genetic Interactions,Lin-Smith-2010,2
PPP3R1,TCF4,0.000553374,Genetic Interactions,Lin-Smith-2010,2
FKBP1A,TRPM3,0.000317814,Genetic Interactions,Lin-Smith-2010,2
FKBP1A,KIRREL3,0.000306908,Genetic Interactions,Lin-Smith-2010,2
FKBP1A,NTNG1,0.00037386,Genetic Interactions,Lin-Smith-2010,2
FKBP1A,ZBTB20,0.000296847,Genetic Interactions,Lin-Smith-2010,2
FKBP1A,AUTS2,0.000205305,Genetic Interactions,Lin-Smith-2010,2
FKBP1A,SLC4A4,0.000382979,Genetic Interactions,Lin-Smith-2010,2
FKBP1A,KHDRBS3,0.000430254,Genetic Interactions,Lin-Smith-2010,2
FKBP1A,CNTNAP2,0.000219708,Genetic Interactions,Lin-Smith-2010,2
FKBP1A,RUNX1T1,0.000331178,Genetic Interactions,Lin-Smith-2010,2
FKBP1A,GABRB2,0.000344435,Genetic Interactions,Lin-Smith-2010,2
FKBP1A,GABRG2,0.000728959,Genetic Interactions,Lin-Smith-2010,2
FKBP1A,TCF4,0.000284344,Genetic Interactions,Lin-Smith-2010,2
FKBP1A,TCF12,0.000396514,Genetic Interactions,Lin-Smith-2010,2
NEGR1,PTCHD4,0.000275689,Genetic Interactions,Lin-Smith-2010,2
NEGR1,ZNF462,0.000545906,Genetic Interactions,Lin-Smith-2010,2
NEGR1,TRPM3,0.000204009,Genetic Interactions,Lin-Smith-2010,2
NEGR1,GLIS3,0.000239622,Genetic Interactions,Lin-Smith-2010,2
NEGR1,KIRREL3,0.000197008,Genetic Interactions,Lin-Smith-2010,2
NEGR1,ZFPM2,0.000387505,Genetic Interactions,Lin-Smith-2010,2
NEGR1,SLC8A1,0.00024458,Genetic Interactions,Lin-Smith-2010,2
NEGR1,ZBTB20,0.00019055,Genetic Interactions,Lin-Smith-2010,2
NEGR1,AUTS2,0.000131788,Genetic Interactions,Lin-Smith-2010,2
NEGR1,CADPS,0.000156018,Genetic Interactions,Lin-Smith-2010,2
NEGR1,SLC4A4,0.000245839,Genetic Interactions,Lin-Smith-2010,2
NEGR1,KHDRBS3,0.000276186,Genetic Interactions,Lin-Smith-2010,2
NEGR1,PPFIA2,0.000228779,Genetic Interactions,Lin-Smith-2010,2
NEGR1,CNTNAP2,0.000141033,Genetic Interactions,Lin-Smith-2010,2
NEGR1,DMD,0.000449226,Genetic Interactions,Lin-Smith-2010,2
NEGR1,RUNX1T1,0.000212588,Genetic Interactions,Lin-Smith-2010,2
NEGR1,PPP3CA,0.00016608,Genetic Interactions,Lin-Smith-2010,2
NEGR1,CADPS2,0.000257525,Genetic Interactions,Lin-Smith-2010,2
NEGR1,GABRB2,0.000221098,Genetic Interactions,Lin-Smith-2010,2
NEGR1,GABRG2,0.000467929,Genetic Interactions,Lin-Smith-2010,2
NEGR1,CBFA2T2,0.000594583,Genetic Interactions,Lin-Smith-2010,2
NEGR1,PPIA,0.001975058,Genetic Interactions,Lin-Smith-2010,2
NEGR1,FKBP1A,0.000273086,Genetic Interactions,Lin-Smith-2010,2
BLK,TRPM3,0.000870417,Genetic Interactions,Lin-Smith-2010,2
BLK,KHDRBS3,0.001178363,Genetic Interactions,Lin-Smith-2010,2
BLK,GABRB2,0.000943327,Genetic Interactions,Lin-Smith-2010,2
BLK,FKBP1A,0.001165141,Genetic Interactions,Lin-Smith-2010,2
SLC4A7,PTCHD4,0.000545118,Genetic Interactions,Lin-Smith-2010,2
SLC4A7,HS6ST3,0.00047759,Genetic Interactions,Lin-Smith-2010,2
SLC4A7,TRPM3,0.000403385,Genetic Interactions,Lin-Smith-2010,2
SLC4A7,SLC8A1,0.000483606,Genetic Interactions,Lin-Smith-2010,2
SLC4A7,NTNG1,0.000474523,Genetic Interactions,Lin-Smith-2010,2
SLC4A7,AUTS2,0.000260583,Genetic Interactions,Lin-Smith-2010,2
SLC4A7,SLC4A4,0.000486096,Genetic Interactions,Lin-Smith-2010,2
SLC4A7,PPP2R2B,0.000694502,Genetic Interactions,Lin-Smith-2010,2
SLC4A7,MYCBP2,0.000647122,Genetic Interactions,Lin-Smith-2010,2
SLC4A7,PPFIA2,0.000452363,Genetic Interactions,Lin-Smith-2010,2
SLC4A7,DMD,0.000888251,Genetic Interactions,Lin-Smith-2010,2
SLC4A7,CTR9,0.000912952,Genetic Interactions,Lin-Smith-2010,2
SLC4A7,CBFA2T2,0.001175665,Genetic Interactions,Lin-Smith-2010,2
SLC4A7,TCF4,0.000360904,Genetic Interactions,Lin-Smith-2010,2
SLC4A7,GIT1,0.001379744,Genetic Interactions,Lin-Smith-2010,2
ERC2,PPFIA2,0.43340063,Physical Interactions,IREF-BIND,2
CTR9,CNTNAP2,1.0,Physical Interactions,IREF-BIND,2
PPFIA1,ERC2,0.43340063,Physical Interactions,IREF-BIND,2
CBFA2T2,RUNX1T1,0.4512975,Physical Interactions,IREF-BIND,2
PPFIA3,ERC2,0.43340063,Physical Interactions,IREF-BIND,2
TCF4,RUNX1T1,0.4512975,Physical Interactions,IREF-BIND,2
GIT1,PPFIA2,0.34716415,Physical Interactions,IREF-BIND,2
GIT1,PPFIA1,0.34716415,Physical Interactions,IREF-BIND,2
GIT1,PPFIA3,0.34716415,Physical Interactions,IREF-BIND,2
TCF12,RUNX1T1,0.2922654,Physical Interactions,IREF-BIND,2
TCF3,RUNX1T1,0.35745284,Physical Interactions,IREF-BIND,2
PPIA,PPP3CA,0.29013675,Physical Interactions,IREF-BIND,2
PPP3R1,PPP3CA,0.2544977,Physical Interactions,IREF-BIND,2
PPP3R1,PPIA,0.36318228,Physical Interactions,IREF-BIND,2
FKBP1A,PPP3CA,0.24115579,Physical Interactions,IREF-BIND,2
FKBP1A,PPP3R1,0.30186975,Physical Interactions,IREF-BIND,2
CRTC2,PPP3CA,0.25675797,Physical Interactions,IREF-BIND,2
DMD,CADPS,0.20091331,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
ERC2,PPFIA2,0.07963104,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
CADPS2,DMD,0.13793541,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
GABRB2,PPP3CA,0.06775151,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
GABRA1,PPP3CA,0.090252414,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
GABRG2,PPP3CA,0.05510394,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
PPFIA1,PPFIA2,0.06317962,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
PPFIA1,ERC2,0.058651228,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
CBFA2T2,RUNX1T1,0.07162335,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
PPFIA3,PPFIA2,0.079623744,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
PPFIA3,ERC2,0.07391672,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
PPFIA3,PPFIA1,0.058645852,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
TCF4,RUNX1T1,0.018806245,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
GIT1,PPFIA2,0.046273462,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
GIT1,ERC2,0.042956814,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
GIT1,PPFIA1,0.034082126,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
GIT1,PPFIA3,0.04295288,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
TCF12,RUNX1T1,0.028171752,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
TCF3,RUNX1T1,0.007288663,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
TCF3,TCF12,0.006116305,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
PPIA,PPP3CA,0.027337065,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
PPP3R1,PPP3CA,0.033291426,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
PPP3R1,PPIA,0.06240937,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
FKBP1A,PPP3CA,0.027443241,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
FKBP1A,PPP3R1,0.06265177,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
CRTC2,PPP3CA,0.0393266,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
NEGR1,NTM,0.5505102,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
NPHS2,KIRREL3,0.6796084,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
BLK,CTR9,0.107708536,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
SLC4A7,SLC4A4,0.588984,Physical Interactions,IREF-SMALL-SCALE-STUDIES,2
DMD,CADPS,0.70710677,Predicted,I2D-MGI-Mouse2Human,2
CADPS2,DMD,0.70710677,Predicted,I2D-MGI-Mouse2Human,2
GABRB2,PPP3CA,0.57735026,Predicted,I2D-MGI-Mouse2Human,2
GABRA1,PPP3CA,0.57735026,Predicted,I2D-MGI-Mouse2Human,2
GABRG2,PPP3CA,0.57735026,Predicted,I2D-MGI-Mouse2Human,2
BLK,CTR9,1.0,Predicted,I2D-MGI-Mouse2Human,2
NEUROD6,HS6ST3,0.014235747,Co-expression,Roth-Zlotnik-2006,3
NEUROD6,FAM19A1,0.015527474,Co-expression,Roth-Zlotnik-2006,3
CADPS2,ZFPM2,0.007908925,Co-expression,Roth-Zlotnik-2006,3
PLK2,LRRTM4,0.011349227,Co-expression,Roth-Zlotnik-2006,3
ATP2B1,SORCS3,0.005317628,Co-expression,Roth-Zlotnik-2006,3
ATP2B1,PLK2,0.010014934,Co-expression,Roth-Zlotnik-2006,3
ATP2B1,RYR3,0.008808848,Co-expression,Roth-Zlotnik-2006,3
GRIA1,NEUROD6,0.017480759,Co-expression,Roth-Zlotnik-2006,3
GRIA1,PRKCG,0.01936125,Co-expression,Roth-Zlotnik-2006,3
TCF4,ZFPM2,0.011818433,Co-expression,Roth-Zlotnik-2006,3
GRIA3,HS6ST3,0.017759968,Co-expression,Roth-Zlotnik-2006,3
GRIA3,GRIA2,0.026316354,Co-expression,Roth-Zlotnik-2006,3
CLOCK,ASAP2,0.020188414,Co-expression,Roth-Zlotnik-2006,3
MYL12B,ARL15,0.008357002,Co-expression,Roth-Zlotnik-2006,3
MYL12B,ADGRL2,0.006505057,Co-expression,Roth-Zlotnik-2006,3
EXOC4,MYOD1,0.011472544,Co-expression,Roth-Zlotnik-2006,3
NEUROD6,HS6ST3,0.009125034,Co-expression,Mallon-McKay-2013,3
NEUROD6,FAM19A1,0.013664936,Co-expression,Mallon-McKay-2013,3
ADGRL2,KCNN2,0.012253112,Co-expression,Mallon-McKay-2013,3
PLK2,ZFPM2,0.008276539,Co-expression,Mallon-McKay-2013,3
ATP2B1,SORCS3,0.012819176,Co-expression,Mallon-McKay-2013,3
GRIA2,NEUROD6,0.012659396,Co-expression,Mallon-McKay-2013,3
TCF4,ADGRL2,0.01277687,Co-expression,Mallon-McKay-2013,3
CADPS,KCNN2,0.01976323,Co-expression,Mallon-McKay-2013,3
GRIA3,NEUROD6,0.01283803,Co-expression,Mallon-McKay-2013,3
GRIA3,GRIA1,0.026301395,Co-expression,Mallon-McKay-2013,3
GRIP1,ATP2B1,0.009170138,Co-expression,Mallon-McKay-2013,3
PCLO,GRIA1,0.022618148,Co-expression,Mallon-McKay-2013,3
SHANK1,PEX5L,0.013325661,Co-expression,Mallon-McKay-2013,3
GRIA2,ADGRL2,0.02367556,Co-expression,Rieger-Chu-2004,3
TCF4,RYR3,0.019310074,Co-expression,Rieger-Chu-2004,3
CADPS,ASAP2,0.01546493,Co-expression,Rieger-Chu-2004,3
ASAP2,ZEB2,0.020816691,Co-expression,Wang-Maris-2006,3
ADGRL2,ZEB2,0.020463107,Co-expression,Wang-Maris-2006,3
ADRB2,CNTNAP2,0.01594234,Co-expression,Wang-Maris-2006,3
ATP2B1,ADGRL2,0.015201942,Co-expression,Dobbin-Giordano-2005,3
DMD,KCNN2,0.013220851,Co-expression,Dobbin-Giordano-2005,3
GRIA2,ZFPM2,0.005903284,Co-expression,Dobbin-Giordano-2005,3
GRIA3,PRKCG,0.008930365,Co-expression,Dobbin-Giordano-2005,3
SNTA1,CNTNAP2,0.006614424,Co-expression,Dobbin-Giordano-2005,3
GRIP1,PRKCG,0.002660958,Co-expression,Dobbin-Giordano-2005,3
PCLO,ADGRL2,0.018167652,Co-expression,Dobbin-Giordano-2005,3
DLGAP1,PRKCG,0.011012417,Co-expression,Dobbin-Giordano-2005,3
RYR3,SORCS3,0.00708222,Co-expression,Bild-Nevins-2006 B,3
DMD,ADGRL2,0.010433924,Co-expression,Bild-Nevins-2006 B,3
ZEB2,ZFHX4,0.004625674,Co-expression,Wang-Cheung-2015,3
SORCS3,CNTNAP2,0.016456151,Co-expression,Wang-Cheung-2015,3
ID3,KCNN2,0.006453741,Co-expression,Wang-Cheung-2015,3
PCLO,MYOD1,0.007023679,Co-expression,Wang-Cheung-2015,3
SHANK1,NEUROD6,0.019805193,Co-expression,Wang-Cheung-2015,3
GRIA2,NEUROD6,0.019921908,Co-expression,Smirnov-Cheung-2009,3
GRIA3,SORCS3,0.031959705,Co-expression,Smirnov-Cheung-2009,3
GRIA3,RYR3,0.015445509,Co-expression,Smirnov-Cheung-2009,3
ID3,ZFHX4,0.008897439,Co-expression,Smirnov-Cheung-2009,3
PCLO,CADPS,0.019449934,Co-expression,Smirnov-Cheung-2009,3
DMD,PRKCG,0.007411956,Co-expression,Perou-Botstein-1999,3
PRKCG,NTM,0.012339314,Co-expression,Perou-Botstein-2000,3
CADPS,ADGRL2,0.018097362,Co-expression,Perou-Botstein-2000,3
MYL12B,PLK2,0.016346034,Co-expression,Perou-Botstein-2000,3
DMD,RYR3,0.009752621,Co-expression,Wu-Garvey-2007,3
MYOD1,ID3,0.02224944,Co-expression,Wu-Garvey-2007,3
NTM,PEX5L,0.007161029,Co-localization,Johnson-Shoemaker-2003,3
CNTNAP2,PEX5L,0.012130293,Co-localization,Johnson-Shoemaker-2003,3
ZEB2,NTM,0.00314879,Co-localization,Johnson-Shoemaker-2003,3
GRIA2,ATP2B1,0.00884692,Co-localization,Johnson-Shoemaker-2003,3
GRIA2,GRIA1,0.009917008,Co-localization,Johnson-Shoemaker-2003,3
CADPS,CNTNAP2,0.011970584,Co-localization,Johnson-Shoemaker-2003,3
GRIA3,GRIA2,0.007140839,Co-localization,Johnson-Shoemaker-2003,3
NSF,CNTNAP2,0.002974199,Co-localization,Johnson-Shoemaker-2003,3
NSF,ATP2B1,0.003685632,Co-localization,Johnson-Shoemaker-2003,3
NSF,PRKCG,0.006692365,Co-localization,Johnson-Shoemaker-2003,3
NSF,GRIA1,0.003734535,Co-localization,Johnson-Shoemaker-2003,3
NSF,GRIA2,0.003626019,Co-localization,Johnson-Shoemaker-2003,3
PICK1,NTM,0.005418961,Co-localization,Johnson-Shoemaker-2003,3
DLGAP1,KCNH7,0.014419294,Co-localization,Johnson-Shoemaker-2003,3
DLGAP1,GRIA3,0.007266842,Co-localization,Johnson-Shoemaker-2003,3
DLGAP1,NSF,0.003728687,Co-localization,Johnson-Shoemaker-2003,3
GRIA4,NTM,0.004991705,Co-localization,Johnson-Shoemaker-2003,3
SHANK1,NSF,0.007231355,Co-localization,Johnson-Shoemaker-2003,3
GRIA2,ATP2B1,0.009768185,Co-localization,Schadt-Shoemaker-2004,3
GRIA3,GRIA2,0.006349907,Co-localization,Schadt-Shoemaker-2004,3
GRIA4,ATP2B1,0.01080545,Co-localization,Schadt-Shoemaker-2004,3
GRIA4,GRIA2,0.007023969,Co-localization,Schadt-Shoemaker-2004,3
GRIA4,GRIA3,0.00588591,Co-localization,Schadt-Shoemaker-2004,3
KCNH7,HS6ST3,0.000342573,Genetic Interactions,Lin-Smith-2010,3
PEX5L,EPHA6,0.001303265,Genetic Interactions,Lin-Smith-2010,3
KCNN2,KCNH7,0.000340224,Genetic Interactions,Lin-Smith-2010,3
CNTNAP2,ZNF462,0.000439201,Genetic Interactions,Lin-Smith-2010,3
CNTNAP2,HS6ST3,0.000194325,Genetic Interactions,Lin-Smith-2010,3
CNTNAP2,KCNH7,0.000200028,Genetic Interactions,Lin-Smith-2010,3
CNTNAP2,FAM19A1,0.000460816,Genetic Interactions,Lin-Smith-2010,3
ZEB2,ARL15,0.000273538,Genetic Interactions,Lin-Smith-2010,3
ZEB2,CNTNAP2,0.000140991,Genetic Interactions,Lin-Smith-2010,3
IQGAP2,KCNH7,0.000257732,Genetic Interactions,Lin-Smith-2010,3
IQGAP2,PEX5L,0.00027924,Genetic Interactions,Lin-Smith-2010,3
IQGAP2,KCNN2,0.000248666,Genetic Interactions,Lin-Smith-2010,3
IQGAP2,CNTNAP2,0.000146199,Genetic Interactions,Lin-Smith-2010,3
ZFPM2,LRRTM4,0.00235632,Genetic Interactions,Lin-Smith-2010,3
CADPS2,HS6ST3,0.000354835,Genetic Interactions,Lin-Smith-2010,3
CADPS2,KCNH7,0.000365249,Genetic Interactions,Lin-Smith-2010,3
CADPS2,FAM19A1,0.000841442,Genetic Interactions,Lin-Smith-2010,3
SORCS3,KCNH7,0.000726547,Genetic Interactions,Lin-Smith-2010,3
SORCS3,FAM19A1,0.001673783,Genetic Interactions,Lin-Smith-2010,3
ASAP2,HS6ST3,0.000601707,Genetic Interactions,Lin-Smith-2010,3
ASAP2,ARL15,0.000681634,Genetic Interactions,Lin-Smith-2010,3
ASAP2,KCNN2,0.00059758,Genetic Interactions,Lin-Smith-2010,3
ASAP2,IQGAP2,0.000452689,Genetic Interactions,Lin-Smith-2010,3
ADGRL2,HS6ST3,0.00032761,Genetic Interactions,Lin-Smith-2010,3
ADGRL2,ZEB2,0.000237694,Genetic Interactions,Lin-Smith-2010,3
ADGRL2,IQGAP2,0.000246475,Genetic Interactions,Lin-Smith-2010,3
ADGRL2,SORCS3,0.000694812,Genetic Interactions,Lin-Smith-2010,3
PLK2,ZEB2,0.001162565,Genetic Interactions,Lin-Smith-2010,3
RYR3,HS6ST3,0.000257477,Genetic Interactions,Lin-Smith-2010,3
RYR3,ARL15,0.000291678,Genetic Interactions,Lin-Smith-2010,3
RYR3,IQGAP2,0.00019371,Genetic Interactions,Lin-Smith-2010,3
RYR3,ZFPM2,0.000413077,Genetic Interactions,Lin-Smith-2010,3
RYR3,CADPS2,0.000274519,Genetic Interactions,Lin-Smith-2010,3
RYR3,SORCS3,0.000546069,Genetic Interactions,Lin-Smith-2010,3
RYR3,ADGRL2,0.000253457,Genetic Interactions,Lin-Smith-2010,3
ATP2B1,KCNH7,0.000366908,Genetic Interactions,Lin-Smith-2010,3
ATP2B1,CNTNAP2,0.000208129,Genetic Interactions,Lin-Smith-2010,3
ATP2B1,CADPS2,0.000380041,Genetic Interactions,Lin-Smith-2010,3
ATP2B1,RYR3,0.000275766,Genetic Interactions,Lin-Smith-2010,3
PRKCG,CNTNAP2,0.000984039,Genetic Interactions,Lin-Smith-2010,3
GRIA1,PEX5L,0.000307558,Genetic Interactions,Lin-Smith-2010,3
GRIA1,ZFPM2,0.000442435,Genetic Interactions,Lin-Smith-2010,3
GRIA1,CADPS2,0.00029403,Genetic Interactions,Lin-Smith-2010,3
GRIA1,RYR3,0.000213355,Genetic Interactions,Lin-Smith-2010,3
DMD,ZEB2,0.00044909,Genetic Interactions,Lin-Smith-2010,3
DMD,IQGAP2,0.000465679,Genetic Interactions,Lin-Smith-2010,3
DMD,CADPS2,0.000659944,Genetic Interactions,Lin-Smith-2010,3
DMD,ASAP2,0.001119092,Genetic Interactions,Lin-Smith-2010,3
DMD,RYR3,0.000478871,Genetic Interactions,Lin-Smith-2010,3
GRIA2,KCNH7,0.000358833,Genetic Interactions,Lin-Smith-2010,3
GRIA2,LRRTM4,0.001538439,Genetic Interactions,Lin-Smith-2010,3
GRIA2,ARL15,0.000394908,Genetic Interactions,Lin-Smith-2010,3
GRIA2,NEUROD6,0.001021216,Genetic Interactions,Lin-Smith-2010,3
GRIA2,CNTNAP2,0.000203549,Genetic Interactions,Lin-Smith-2010,3
GRIA2,IQGAP2,0.000262268,Genetic Interactions,Lin-Smith-2010,3
GRIA2,RYR3,0.000269697,Genetic Interactions,Lin-Smith-2010,3
TCF4,ZNF462,0.000568411,Genetic Interactions,Lin-Smith-2010,3
TCF4,KCNH7,0.000258875,Genetic Interactions,Lin-Smith-2010,3
TCF4,PEX5L,0.000280478,Genetic Interactions,Lin-Smith-2010,3
TCF4,CNTNAP2,0.000146847,Genetic Interactions,Lin-Smith-2010,3
TCF4,IQGAP2,0.00018921,Genetic Interactions,Lin-Smith-2010,3
TCF4,CADPS2,0.000268141,Genetic Interactions,Lin-Smith-2010,3
TCF4,ASAP2,0.000454697,Genetic Interactions,Lin-Smith-2010,3
TCF4,ADGRL2,0.000247568,Genetic Interactions,Lin-Smith-2010,3
TCF4,GRIA1,0.000208398,Genetic Interactions,Lin-Smith-2010,3
TCF4,DMD,0.000467745,Genetic Interactions,Lin-Smith-2010,3
CADPS,HS6ST3,0.000214972,Genetic Interactions,Lin-Smith-2010,3
CADPS,KCNH7,0.000221281,Genetic Interactions,Lin-Smith-2010,3
CADPS,NEUROD6,0.000629753,Genetic Interactions,Lin-Smith-2010,3
CADPS,CNTNAP2,0.000125522,Genetic Interactions,Lin-Smith-2010,3
CADPS,ZEB2,0.000155971,Genetic Interactions,Lin-Smith-2010,3
CADPS,IQGAP2,0.000161733,Genetic Interactions,Lin-Smith-2010,3
CADPS,RYR3,0.000166314,Genetic Interactions,Lin-Smith-2010,3
CADPS,ATP2B1,0.000230243,Genetic Interactions,Lin-Smith-2010,3
CADPS,GRIA1,0.000178134,Genetic Interactions,Lin-Smith-2010,3
CADPS,GRIA2,0.000225176,Genetic Interactions,Lin-Smith-2010,3
CADPS,TCF4,0.00016245,Genetic Interactions,Lin-Smith-2010,3
GRIA3,HS6ST3,0.000547439,Genetic Interactions,Lin-Smith-2010,3
GRIA3,KCNN2,0.000543684,Genetic Interactions,Lin-Smith-2010,3
GRIA3,GRIA1,0.000453629,Genetic Interactions,Lin-Smith-2010,3
ID3,ATP2B1,0.00136845,Genetic Interactions,Lin-Smith-2010,3
SNTA1,FAM19A1,0.002099038,Genetic Interactions,Lin-Smith-2010,3
SNTA1,ZEB2,0.00064222,Genetic Interactions,Lin-Smith-2010,3
SNTA1,IQGAP2,0.000665944,Genetic Interactions,Lin-Smith-2010,3
SNTA1,CADPS2,0.000943752,Genetic Interactions,Lin-Smith-2010,3
SNTA1,PLK2,0.004261746,Genetic Interactions,Lin-Smith-2010,3
PICK1,RYR3,0.002004349,Genetic Interactions,Lin-Smith-2010,3
PCLO,HS6ST3,0.000296528,Genetic Interactions,Lin-Smith-2010,3
PCLO,ARL15,0.000335917,Genetic Interactions,Lin-Smith-2010,3
PCLO,PEX5L,0.000330702,Genetic Interactions,Lin-Smith-2010,3
PCLO,ADGRL2,0.000291899,Genetic Interactions,Lin-Smith-2010,3
PCLO,RYR3,0.00022941,Genetic Interactions,Lin-Smith-2010,3
PCLO,TCF4,0.00022408,Genetic Interactions,Lin-Smith-2010,3
PCLO,CADPS,0.000191539,Genetic Interactions,Lin-Smith-2010,3
PCLO,GRIA3,0.000487764,Genetic Interactions,Lin-Smith-2010,3
PCLO,NSF,0.000721664,Genetic Interactions,Lin-Smith-2010,3
RAB8B,PEX5L,0.000764252,Genetic Interactions,Lin-Smith-2010,3
RAB8B,IQGAP2,0.000515562,Genetic Interactions,Lin-Smith-2010,3
RAB8B,SORCS3,0.001453368,Genetic Interactions,Lin-Smith-2010,3
CLOCK,CNTNAP2,0.000389641,Genetic Interactions,Lin-Smith-2010,3
CLOCK,IQGAP2,0.000502044,Genetic Interactions,Lin-Smith-2010,3
CLOCK,CADPS,0.00043104,Genetic Interactions,Lin-Smith-2010,3
EXOC4,EPHA6,0.000942347,Genetic Interactions,Lin-Smith-2010,3
EXOC4,HS6ST3,0.000268374,Genetic Interactions,Lin-Smith-2010,3
EXOC4,RYR3,0.000207629,Genetic Interactions,Lin-Smith-2010,3
EXOC4,ATP2B1,0.000287438,Genetic Interactions,Lin-Smith-2010,3
EXOC4,GRIA2,0.000281112,Genetic Interactions,Lin-Smith-2010,3
EXOC4,TCF4,0.000202805,Genetic Interactions,Lin-Smith-2010,3
EXOC4,CADPS,0.000173353,Genetic Interactions,Lin-Smith-2010,3
EXOC4,GRIA3,0.000441453,Genetic Interactions,Lin-Smith-2010,3
ADRB2,EPHA6,0.001477849,Genetic Interactions,Lin-Smith-2010,3
ADRB2,SORCS3,0.000892627,Genetic Interactions,Lin-Smith-2010,3
ADRB2,ADGRL2,0.000414311,Genetic Interactions,Lin-Smith-2010,3
ADRB2,CADPS,0.000271863,Genetic Interactions,Lin-Smith-2010,3
ADRB2,GRIA3,0.000692315,Genetic Interactions,Lin-Smith-2010,3
ADRB2,PCLO,0.000375003,Genetic Interactions,Lin-Smith-2010,3
DLGAP1,HS6ST3,0.000291405,Genetic Interactions,Lin-Smith-2010,3
DLGAP1,CNTNAP2,0.000170151,Genetic Interactions,Lin-Smith-2010,3
DLGAP1,ZEB2,0.000211425,Genetic Interactions,Lin-Smith-2010,3
DLGAP1,IQGAP2,0.000219236,Genetic Interactions,Lin-Smith-2010,3
DLGAP1,ZFPM2,0.000467508,Genetic Interactions,Lin-Smith-2010,3
DLGAP1,SORCS3,0.000618025,Genetic Interactions,Lin-Smith-2010,3
DLGAP1,ADGRL2,0.000286855,Genetic Interactions,Lin-Smith-2010,3
DLGAP1,GRIA1,0.000241469,Genetic Interactions,Lin-Smith-2010,3
DLGAP1,TCF4,0.000220208,Genetic Interactions,Lin-Smith-2010,3
DLGAP1,CADPS,0.000188229,Genetic Interactions,Lin-Smith-2010,3
DLGAP1,MPP4,0.000603521,Genetic Interactions,Lin-Smith-2010,3
DLGAP1,RAB8B,0.000600027,Genetic Interactions,Lin-Smith-2010,3
DLGAP1,EXOC4,0.000234988,Genetic Interactions,Lin-Smith-2010,3
GRIA4,HS6ST3,0.000332173,Genetic Interactions,Lin-Smith-2010,3
GRIA4,CNTNAP2,0.000193955,Genetic Interactions,Lin-Smith-2010,3
GRIA4,ZEB2,0.000241004,Genetic Interactions,Lin-Smith-2010,3
GRIA4,CADPS2,0.000354159,Genetic Interactions,Lin-Smith-2010,3
GRIA4,ADGRL2,0.000326986,Genetic Interactions,Lin-Smith-2010,3
GRIA4,CADPS,0.000214563,Genetic Interactions,Lin-Smith-2010,3
GRIA4,EXOC4,0.000267863,Genetic Interactions,Lin-Smith-2010,3
GRIA4,ADRB2,0.00042008,Genetic Interactions,Lin-Smith-2010,3
SHANK1,RYR3,0.00099711,Genetic Interactions,Lin-Smith-2010,3
GRIA2,GRIA1,0.06640295,Physical Interactions,IREF-BIOGRID,3
ID3,TCF4,0.007529621,Physical Interactions,IREF-BIOGRID,3
MYOD1,TCF4,0.004712507,Physical Interactions,IREF-BIOGRID,3
MYOD1,ID3,0.019231455,Physical Interactions,IREF-BIOGRID,3
SNTA1,DMD,0.012870885,Physical Interactions,IREF-BIOGRID,3
PICK1,PRKCG,0.018988088,Physical Interactions,IREF-BIOGRID,3
PICK1,GRIA1,0.028477384,Physical Interactions,IREF-BIOGRID,3
PICK1,GRIA2,0.03645833,Physical Interactions,IREF-BIOGRID,3
