Gene 1,Gene 2,Weight,Network group,Network,cluster
NRP2,KHDRBS3,0.000297287,Genetic Interactions,Lin-Smith-2010,4
NRP2,NLGN1,0.000263281,Genetic Interactions,Lin-Smith-2010,4
DCC,SHISA6,0.000299352,Genetic Interactions,Lin-Smith-2010,4
DCC,HS3ST4,0.000156261,Genetic Interactions,Lin-Smith-2010,4
DCC,DGKB,0.000325966,Genetic Interactions,Lin-Smith-2010,4
DCC,UNC5C,0.00022074,Genetic Interactions,Lin-Smith-2010,4
DCC,OPCML,0.000182713,Genetic Interactions,Lin-Smith-2010,4
DCC,ZBTB20,0.000195599,Genetic Interactions,Lin-Smith-2010,4
DCC,DOCK4,0.000360849,Genetic Interactions,Lin-Smith-2010,4
DCC,CACNA1C,0.000176519,Genetic Interactions,Lin-Smith-2010,4
DCC,CADPS,0.000160152,Genetic Interactions,Lin-Smith-2010,4
DCC,KHDRBS3,0.000283503,Genetic Interactions,Lin-Smith-2010,4
DCC,NLGN1,0.000251073,Genetic Interactions,Lin-Smith-2010,4
DCC,NRP2,0.00019369,Genetic Interactions,Lin-Smith-2010,4
PRKCA,SHISA6,0.000465407,Genetic Interactions,Lin-Smith-2010,4
PRKCA,HS3ST4,0.000242941,Genetic Interactions,Lin-Smith-2010,4
PRKCA,TRHDE,0.000437863,Genetic Interactions,Lin-Smith-2010,4
PRKCA,OPCML,0.000284067,Genetic Interactions,Lin-Smith-2010,4
PRKCA,CADPS,0.00024899,Genetic Interactions,Lin-Smith-2010,4
PRKCA,NLGN1,0.000390347,Genetic Interactions,Lin-Smith-2010,4
PRKCA,NRP2,0.000301133,Genetic Interactions,Lin-Smith-2010,4
NECTIN3,UNC5C,0.000394712,Genetic Interactions,Lin-Smith-2010,4
NECTIN3,KCNQ5,0.00056776,Genetic Interactions,Lin-Smith-2010,4
NECTIN3,NRXN3,0.000345026,Genetic Interactions,Lin-Smith-2010,4
NECTIN3,DOCK4,0.000645247,Genetic Interactions,Lin-Smith-2010,4
NECTIN3,NRP2,0.000346344,Genetic Interactions,Lin-Smith-2010,4
CLIP1,DGKB,0.000546386,Genetic Interactions,Lin-Smith-2010,4
CLIP1,CPNE4,0.000342296,Genetic Interactions,Lin-Smith-2010,4
CLIP1,UNC5C,0.000370005,Genetic Interactions,Lin-Smith-2010,4
CLIP1,OPCML,0.000306265,Genetic Interactions,Lin-Smith-2010,4
CLIP1,ZBTB20,0.000327864,Genetic Interactions,Lin-Smith-2010,4
CLIP1,KCNQ5,0.000532222,Genetic Interactions,Lin-Smith-2010,4
CLIP1,ELAVL2,0.000980064,Genetic Interactions,Lin-Smith-2010,4
CLIP1,CADPS,0.000268447,Genetic Interactions,Lin-Smith-2010,4
CLIP1,KHDRBS3,0.000475209,Genetic Interactions,Lin-Smith-2010,4
CLIP1,PRKCA,0.000481357,Genetic Interactions,Lin-Smith-2010,4
SH2D2A,DGKB,0.001140115,Genetic Interactions,Lin-Smith-2010,4
SH2D2A,CPNE4,0.00071425,Genetic Interactions,Lin-Smith-2010,4
SH2D2A,NLGN1,0.000878166,Genetic Interactions,Lin-Smith-2010,4
NECTIN1,TRHDE,0.000674955,Genetic Interactions,Lin-Smith-2010,4
NECTIN1,CACNA1C,0.000423037,Genetic Interactions,Lin-Smith-2010,4
NECTIN1,NLGN1,0.00060171,Genetic Interactions,Lin-Smith-2010,4
NECTIN1,DCC,0.000442666,Genetic Interactions,Lin-Smith-2010,4
NTN1,GRIK4,0.001547888,Genetic Interactions,Lin-Smith-2010,4
NTN1,OPCML,0.000583907,Genetic Interactions,Lin-Smith-2010,4
NTN1,KHDRBS3,0.000906006,Genetic Interactions,Lin-Smith-2010,4
NTN1,NLGN1,0.000802369,Genetic Interactions,Lin-Smith-2010,4
NTN1,DCC,0.000590286,Genetic Interactions,Lin-Smith-2010,4
NRXN2,SHISA6,0.001130182,Genetic Interactions,Lin-Smith-2010,4
NRXN2,DGKB,0.001230661,Genetic Interactions,Lin-Smith-2010,4
NRXN2,CPNE4,0.000770974,Genetic Interactions,Lin-Smith-2010,4
NRXN2,NTN1,0.002228583,Genetic Interactions,Lin-Smith-2010,4
MAK,TRHDE,0.000840937,Genetic Interactions,Lin-Smith-2010,4
MAK,NLGN1,0.00074968,Genetic Interactions,Lin-Smith-2010,4
MAK,DCC,0.000551524,Genetic Interactions,Lin-Smith-2010,4
MAK,CLIP1,0.000924469,Genetic Interactions,Lin-Smith-2010,4
ELMO1,NRXN3,0.000513007,Genetic Interactions,Lin-Smith-2010,4
CALR,NRP2,0.000794048,Genetic Interactions,Lin-Smith-2010,4
KCNQ3,CELF4,0.000506184,Genetic Interactions,Lin-Smith-2010,4
KCNQ3,CPNE4,0.000400416,Genetic Interactions,Lin-Smith-2010,4
KCNQ3,ZBTB20,0.000383534,Genetic Interactions,Lin-Smith-2010,4
KCNQ3,CACNA1C,0.000346121,Genetic Interactions,Lin-Smith-2010,4
KCNQ3,NLGN1,0.000492309,Genetic Interactions,Lin-Smith-2010,4
UNC5A,CELF4,0.000487657,Genetic Interactions,Lin-Smith-2010,4
UNC5A,NEUROD6,0.001372056,Genetic Interactions,Lin-Smith-2010,4
UNC5A,ZBTB20,0.000369496,Genetic Interactions,Lin-Smith-2010,4
UNC5A,CLIP1,0.000584872,Genetic Interactions,Lin-Smith-2010,4
UNC5A,NRXN2,0.001317343,Genetic Interactions,Lin-Smith-2010,4
NECTIN2,HS3ST4,0.000465888,Genetic Interactions,Lin-Smith-2010,4
NECTIN2,OPCML,0.000544755,Genetic Interactions,Lin-Smith-2010,4
RAB4A,CLIP1,0.000849896,Genetic Interactions,Lin-Smith-2010,4
PTPRM,HS3ST4,0.000154888,Genetic Interactions,Lin-Smith-2010,4
PTPRM,RNF182,0.00074208,Genetic Interactions,Lin-Smith-2010,4
PTPRM,CPNE4,0.000202415,Genetic Interactions,Lin-Smith-2010,4
PTPRM,GRIK4,0.000480103,Genetic Interactions,Lin-Smith-2010,4
PTPRM,TRHDE,0.000279162,Genetic Interactions,Lin-Smith-2010,4
PTPRM,TRPS1,0.000377525,Genetic Interactions,Lin-Smith-2010,4
PTPRM,ZBTB20,0.000193881,Genetic Interactions,Lin-Smith-2010,4
PTPRM,KCNQ5,0.000314727,Genetic Interactions,Lin-Smith-2010,4
PTPRM,ELAVL2,0.000579556,Genetic Interactions,Lin-Smith-2010,4
PTPRM,NRXN3,0.000191258,Genetic Interactions,Lin-Smith-2010,4
PTPRM,CACNA1C,0.000174968,Genetic Interactions,Lin-Smith-2010,4
PTPRM,CADPS,0.000158745,Genetic Interactions,Lin-Smith-2010,4
PTPRM,KHDRBS3,0.000281013,Genetic Interactions,Lin-Smith-2010,4
PTPRM,NLGN1,0.000248868,Genetic Interactions,Lin-Smith-2010,4
PTPRM,NECTIN3,0.000327384,Genetic Interactions,Lin-Smith-2010,4
PTPRM,CLIP1,0.000306892,Genetic Interactions,Lin-Smith-2010,4
PTPRM,NECTIN1,0.000438778,Genetic Interactions,Lin-Smith-2010,4
PTPRM,MAK,0.00054668,Genetic Interactions,Lin-Smith-2010,4
PTPRM,KCNQ3,0.000359001,Genetic Interactions,Lin-Smith-2010,4
PTPRM,RAB4A,0.000502582,Genetic Interactions,Lin-Smith-2010,4
CACNB3,KHDRBS3,0.00159797,Genetic Interactions,Lin-Smith-2010,4
CACNB3,NRP2,0.00109174,Genetic Interactions,Lin-Smith-2010,4
CACNB3,UNC5A,0.001966729,Genetic Interactions,Lin-Smith-2010,4
CLDN1,OPCML,0.000599943,Genetic Interactions,Lin-Smith-2010,4
CLDN1,DOCK4,0.001184858,Genetic Interactions,Lin-Smith-2010,4
CLDN1,NRP2,0.000635987,Genetic Interactions,Lin-Smith-2010,4
NLGN3,KCNQ3,0.003420012,Genetic Interactions,Lin-Smith-2010,4
ATP6V0C,TRHDE,0.000920928,Genetic Interactions,Lin-Smith-2010,4
ATP6V0C,KCNQ5,0.001038253,Genetic Interactions,Lin-Smith-2010,4
ATP6V0C,CLDN1,0.001983204,Genetic Interactions,Lin-Smith-2010,4
PIP5K1A,TRHDE,0.000534492,Genetic Interactions,Lin-Smith-2010,4
PIP5K1A,CACNA1C,0.000334999,Genetic Interactions,Lin-Smith-2010,4
PIP5K1A,PRKCA,0.000544995,Genetic Interactions,Lin-Smith-2010,4
PIP5K1A,NTN1,0.001120252,Genetic Interactions,Lin-Smith-2010,4
PIP5K1A,RAB4A,0.000962258,Genetic Interactions,Lin-Smith-2010,4
DCC,UNC5C,0.2657594,Pathway,NCI_NATURE,4
NECTIN1,NECTIN3,0.26659146,Pathway,NCI_NATURE,4
NTN1,UNC5C,0.24735993,Pathway,NCI_NATURE,4
NTN1,DCC,0.04885092,Pathway,NCI_NATURE,4
ELMO1,DCC,0.06873059,Pathway,NCI_NATURE,4
ELMO1,NTN1,0.06397213,Pathway,NCI_NATURE,4
UNC5A,DCC,0.18979076,Pathway,NCI_NATURE,4
UNC5A,NTN1,0.17665087,Pathway,NCI_NATURE,4
NECTIN2,NECTIN3,0.16499773,Pathway,NCI_NATURE,4
RAB4A,PRKCA,0.40665072,Pathway,NCI_NATURE,4
PTPRM,NECTIN3,0.3236818,Pathway,NCI_NATURE,4
CLDN1,NECTIN3,0.3147645,Pathway,NCI_NATURE,4
DCC,UNC5C,0.2266258,Pathway,Wu-Stein-2010,4
NECTIN1,NECTIN3,0.06562738,Pathway,Wu-Stein-2010,4
NTN1,UNC5C,0.31001958,Pathway,Wu-Stein-2010,4
NTN1,DCC,0.06320947,Pathway,Wu-Stein-2010,4
NRXN2,NLGN1,0.70710677,Pathway,Wu-Stein-2010,4
NLGN2,NRXN2,0.70710677,Pathway,Wu-Stein-2010,4
UNC5A,DCC,0.2266258,Pathway,Wu-Stein-2010,4
UNC5A,NTN1,0.31001958,Pathway,Wu-Stein-2010,4
NECTIN2,NECTIN3,0.10313355,Pathway,Wu-Stein-2010,4
PTPRM,NECTIN3,0.28272453,Pathway,Wu-Stein-2010,4
CLDN1,NECTIN3,0.16617694,Pathway,Wu-Stein-2010,4
PRKCA,CACNA1C,0.03839487,Pathway,IMID,4
NTM,OPCML,0.60110253,Physical Interactions,Huttlin-Gygi-2015,4
CLIP1,CADPS,1.0,Physical Interactions,Huttlin-Gygi-2015,4
SH2D2A,PEAK1,0.49002042,Physical Interactions,Huttlin-Gygi-2015,4
NECTIN1,NECTIN3,0.3131781,Physical Interactions,Huttlin-Gygi-2015,4
MAK,NECTIN3,0.43088198,Physical Interactions,Huttlin-Gygi-2015,4
ELMO1,DOCK4,0.36500296,Physical Interactions,Huttlin-Gygi-2015,4
CALR,NTM,0.33164853,Physical Interactions,Huttlin-Gygi-2015,4
NECTIN2,NECTIN3,0.13871634,Physical Interactions,Huttlin-Gygi-2015,4
PIP5K1A,NRXN3,0.24459,Physical Interactions,Huttlin-Gygi-2015,4
NLGN1,NRXN3,0.32293227,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,4
NECTIN1,NECTIN3,0.21175808,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,4
NTN1,DCC,0.11282321,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,4
NRXN2,NLGN1,0.25850663,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,4
KCNQ3,KCNQ5,0.67421424,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,4
NLGN2,NRXN3,0.32293227,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,4
NLGN2,NRXN2,0.25850663,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,4
UNC5A,NTN1,0.70721394,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,4
NECTIN2,NECTIN3,0.20133944,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,4
CACNB3,CACNA1C,0.2603935,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,4
NLGN3,NRXN3,0.045656454,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,4
NRXN1,NLGN1,0.1208259,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,4
NRXN1,NLGN2,0.1208259,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,4
NRXN1,NLGN3,0.017082475,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,4
ATP6V0C,RNF182,0.7569817,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,4
NLGN1,NRXN3,0.2900234,Physical Interactions,IREF-BIOGRID,4
NECTIN1,NECTIN3,0.2315872,Physical Interactions,IREF-BIOGRID,4
NTN1,DCC,0.14778948,Physical Interactions,IREF-BIOGRID,4
NRXN2,NLGN1,0.26874775,Physical Interactions,IREF-BIOGRID,4
KCNQ3,KCNQ5,0.7190307,Physical Interactions,IREF-BIOGRID,4
NLGN2,NRXN3,0.2900234,Physical Interactions,IREF-BIOGRID,4
NLGN2,NRXN2,0.26874775,Physical Interactions,IREF-BIOGRID,4
UNC5A,NTN1,0.6642605,Physical Interactions,IREF-BIOGRID,4
NECTIN2,NECTIN3,0.07154838,Physical Interactions,IREF-BIOGRID,4
CACNB3,CACNA1C,0.29911718,Physical Interactions,IREF-BIOGRID,4
NLGN3,NRXN3,0.29926524,Physical Interactions,IREF-BIOGRID,4
NRXN1,NLGN1,0.12895764,Physical Interactions,IREF-BIOGRID,4
NRXN1,NLGN2,0.12895764,Physical Interactions,IREF-BIOGRID,4
NRXN1,NLGN3,0.133067,Physical Interactions,IREF-BIOGRID,4
ATP6V0C,RNF182,0.3959966,Physical Interactions,IREF-BIOGRID,4
NLGN1,NRXN3,0.106924124,Predicted,I2D-BIND-Rat2Human,4
NRXN2,NLGN1,0.106924124,Predicted,I2D-BIND-Rat2Human,4
NLGN2,NRXN3,0.106924124,Predicted,I2D-BIND-Rat2Human,4
NLGN2,NRXN2,0.106924124,Predicted,I2D-BIND-Rat2Human,4
NLGN3,NRXN3,0.3288982,Predicted,I2D-BIND-Rat2Human,4
NLGN3,NRXN2,0.3288982,Predicted,I2D-BIND-Rat2Human,4
NRXN1,NLGN1,0.07014569,Predicted,I2D-BIND-Rat2Human,4
NRXN1,NLGN2,0.07014569,Predicted,I2D-BIND-Rat2Human,4
NRXN1,NLGN3,0.21576788,Predicted,I2D-BIND-Rat2Human,4
NLGN1,NRXN3,0.27595463,Predicted,Wu-Stein-2010,4
NRXN2,NLGN1,0.3738508,Predicted,Wu-Stein-2010,4
KCNQ3,KCNQ5,0.5027531,Predicted,Wu-Stein-2010,4
NLGN2,NRXN3,0.6251693,Predicted,Wu-Stein-2010,4
NECTIN2,NECTIN1,1.0,Predicted,Wu-Stein-2010,4
CACNB3,CACNA1C,1.0,Predicted,Wu-Stein-2010,4
NLGN3,NRXN3,0.27595463,Predicted,Wu-Stein-2010,4
NLGN3,NRXN2,0.3738508,Predicted,Wu-Stein-2010,4
NRXN1,NLGN1,0.25279924,Predicted,Wu-Stein-2010,4
NRXN1,NLGN3,0.25279924,Predicted,Wu-Stein-2010,4
OPCML,UNC5C,0.007945838,Shared protein domains,PFAM,4
ELAVL2,CELF4,0.004382074,Shared protein domains,PFAM,4
CACNA1C,KCNQ5,0.012140402,Shared protein domains,PFAM,4
NTM,UNC5C,0.008530398,Shared protein domains,PFAM,4
NTM,OPCML,0.009972521,Shared protein domains,PFAM,4
PRKCA,DGKB,0.010055559,Shared protein domains,PFAM,4
NECTIN1,NECTIN3,0.0119862,Shared protein domains,PFAM,4
NRXN2,NRXN3,0.039166182,Shared protein domains,PFAM,4
MAK,PEAK1,0.002898785,Shared protein domains,PFAM,4
ELMO1,CADPS,0.013945592,Shared protein domains,PFAM,4
KCNQ3,KCNQ5,0.04929459,Shared protein domains,PFAM,4
KCNQ3,CACNA1C,0.011940065,Shared protein domains,PFAM,4
NLGN2,NLGN1,0.08031935,Shared protein domains,PFAM,4
UNC5A,UNC5C,0.042858537,Shared protein domains,PFAM,4
UNC5A,OPCML,0.007945878,Shared protein domains,PFAM,4
UNC5A,NTM,0.008530443,Shared protein domains,PFAM,4
NECTIN2,NECTIN3,0.011991863,Shared protein domains,PFAM,4
NECTIN2,NECTIN1,0.012122413,Shared protein domains,PFAM,4
PTPRM,NRP2,0.014465966,Shared protein domains,PFAM,4
NLGN3,NLGN1,0.08031935,Shared protein domains,PFAM,4
NLGN3,NLGN2,0.08031935,Shared protein domains,PFAM,4
NRXN1,NRXN3,0.03227324,Shared protein domains,PFAM,4
NRXN1,NRXN2,0.039018974,Shared protein domains,PFAM,4
OPCML,UNC5C,0.012737942,Shared protein domains,INTERPRO,4
ELAVL2,CELF4,0.005948683,Shared protein domains,INTERPRO,4
CACNA1C,KCNQ5,0.008183113,Shared protein domains,INTERPRO,4
NTM,OPCML,0.011112599,Shared protein domains,INTERPRO,4
DCC,OPCML,0.01138071,Shared protein domains,INTERPRO,4
NECTIN1,NECTIN3,0.014803103,Shared protein domains,INTERPRO,4
NRXN2,NRXN3,0.03696346,Shared protein domains,INTERPRO,4
KCNQ3,KCNQ5,0.057830393,Shared protein domains,INTERPRO,4
KCNQ3,CACNA1C,0.00811036,Shared protein domains,INTERPRO,4
NLGN2,NLGN1,0.058890454,Shared protein domains,INTERPRO,4
UNC5A,UNC5C,0.047325045,Shared protein domains,INTERPRO,4
UNC5A,OPCML,0.008965633,Shared protein domains,INTERPRO,4
NECTIN2,NECTIN3,0.014411313,Shared protein domains,INTERPRO,4
NECTIN2,NECTIN1,0.014811898,Shared protein domains,INTERPRO,4
PTPRM,NRP2,0.010746876,Shared protein domains,INTERPRO,4
NLGN3,NLGN1,0.058847018,Shared protein domains,INTERPRO,4
NLGN3,NLGN2,0.058847018,Shared protein domains,INTERPRO,4
NRXN1,NRXN3,0.039292276,Shared protein domains,INTERPRO,4
NRXN1,NRXN2,0.03696346,Shared protein domains,INTERPRO,4
C19ORF47,PPFIA3,0.010990296,Shared protein domains,INTERPRO,4
ELAVL4,ELAVL2,0.04809491,Shared protein domains,INTERPRO,4
HDAC1,HDAC3,0.13902926,Shared protein domains,INTERPRO,4
NXPH1,FAM19A1,0.014175899,Co-expression,Mallon-McKay-2013,5
GRIK1,NXPH1,0.012912546,Co-expression,Mallon-McKay-2013,5
ZNF536,FAM19A1,0.010050553,Co-expression,Mallon-McKay-2013,5
ZNF536,NXPH1,0.004863374,Co-expression,Mallon-McKay-2013,5
ZNF536,ADARB2,0.006617995,Co-expression,Mallon-McKay-2013,5
ZNF536,SLC6A1,0.009507179,Co-expression,Mallon-McKay-2013,5
NRXN3,ERC2,0.018293086,Co-expression,Mallon-McKay-2013,5
KCNC1,NXPH1,0.013503516,Co-expression,Mallon-McKay-2013,5
KCNC1,ZNF536,0.009590181,Co-expression,Mallon-McKay-2013,5
GRIP1,ATP2B1,0.009170138,Co-expression,Mallon-McKay-2013,5
GRIA2,ZNF536,0.009309306,Co-expression,Mallon-McKay-2013,5
KCNC2,FAM19A1,0.010522012,Co-expression,Mallon-McKay-2013,5
KCNC2,NXPH1,0.005148488,Co-expression,Mallon-McKay-2013,5
KCNC2,GRIK1,0.009593576,Co-expression,Mallon-McKay-2013,5
KCNC2,SLC6A1,0.009976512,Co-expression,Mallon-McKay-2013,5
KCNC2,ZNF536,0.003583269,Co-expression,Mallon-McKay-2013,5
KCNC2,KCNC1,0.010071845,Co-expression,Mallon-McKay-2013,5
KCNC2,GRIA2,0.009810853,Co-expression,Mallon-McKay-2013,5
CACNG2,KCNC2,0.006866471,Co-expression,Mallon-McKay-2013,5
GRIA1,KCNC2,0.008172182,Co-expression,Mallon-McKay-2013,5
GRIA1,GRIA3,0.026301395,Co-expression,Mallon-McKay-2013,5
APLP1,NXPH1,0.004874061,Co-expression,Mallon-McKay-2013,5
APLP1,ADARB2,0.007403201,Co-expression,Mallon-McKay-2013,5
APLP1,GRIK1,0.009405078,Co-expression,Mallon-McKay-2013,5
APLP1,ZNF536,0.003398911,Co-expression,Mallon-McKay-2013,5
APLP1,ERC2,0.006942631,Co-expression,Mallon-McKay-2013,5
APLP1,KCNC2,0.003598471,Co-expression,Mallon-McKay-2013,5
APLP1,GRIA3,0.009953076,Co-expression,Mallon-McKay-2013,5
APLP1,CACNG2,0.007257288,Co-expression,Mallon-McKay-2013,5
APLP1,GRIA1,0.008166121,Co-expression,Mallon-McKay-2013,5
GRIK2,CACNG2,0.020701367,Co-expression,Mallon-McKay-2013,5
GRIK2,APLP1,0.008405197,Co-expression,Mallon-McKay-2013,5
GAD1,GAD2,0.01907192,Co-expression,Rieger-Chu-2004,5
GRIK1,NPAS3,0.015446724,Co-expression,Rieger-Chu-2004,5
KCNC1,SLC6A1,0.021888217,Co-expression,Rieger-Chu-2004,5
GRIA2,SLC6A1,0.025529208,Co-expression,Rieger-Chu-2004,5
GRIA2,ZNF536,0.014473897,Co-expression,Rieger-Chu-2004,5
APLP1,NLGN1,0.019919327,Co-expression,Rieger-Chu-2004,5
NR2F2,VLDLR,0.015505945,Co-expression,Rieger-Chu-2004,5
UNC5D,FAM19A1,0.006409891,Co-expression,Innocenti-Brown-2011,5
GAD2,FAM19A1,0.008215764,Co-expression,Innocenti-Brown-2011,5
GAD2,UNC5D,0.016318284,Co-expression,Innocenti-Brown-2011,5
ZNF536,FAM19A1,0.004982192,Co-expression,Innocenti-Brown-2011,5
GRIA4,FAM19A1,0.00550273,Co-expression,Innocenti-Brown-2011,5
ERC2,FAM19A1,0.007210154,Co-expression,Innocenti-Brown-2011,5
ERC2,UNC5D,0.015381495,Co-expression,Innocenti-Brown-2011,5
DAB1,ELAVL2,0.00302677,Co-expression,Innocenti-Brown-2011,5
GRIA2,ERC2,0.02269793,Co-expression,Innocenti-Brown-2011,5
SOX18,NPAS3,0.011541628,Co-expression,Innocenti-Brown-2011,5
KCNV2,DAB1,0.002535719,Co-expression,Innocenti-Brown-2011,5
TRIP6,RHOC,0.016736157,Co-expression,Innocenti-Brown-2011,5
GRIA4,ADARB2,0.03161919,Co-expression,Smirnov-Cheung-2009,5
GRIP1,SLC6A1,0.024677532,Co-expression,Smirnov-Cheung-2009,5
MEF2C,CELF2,0.015921762,Co-expression,Smirnov-Cheung-2009,5
NLGN1,GRIA4,0.029977722,Co-expression,Smirnov-Cheung-2009,5
GRIK2,DAB1,0.015968272,Co-expression,Smirnov-Cheung-2009,5
GRIK1,FAM19A1,0.02180864,Co-expression,Roth-Zlotnik-2006,5
ERC2,FAM19A1,0.008002438,Co-expression,Roth-Zlotnik-2006,5
ERC2,UNC5D,0.006816689,Co-expression,Roth-Zlotnik-2006,5
CELF2,ERC2,0.007518571,Co-expression,Roth-Zlotnik-2006,5
CELF2,ATP2B1,0.010541785,Co-expression,Roth-Zlotnik-2006,5
ERBB4,SLC6A1,0.009620776,Co-expression,Roth-Zlotnik-2006,5
KCNC1,NRXN3,0.005327619,Co-expression,Roth-Zlotnik-2006,5
DAB1,KCNC1,0.010612275,Co-expression,Roth-Zlotnik-2006,5
GRIA3,GRIA2,0.026316354,Co-expression,Roth-Zlotnik-2006,5
CACNG2,KCNC1,0.004787301,Co-expression,Roth-Zlotnik-2006,5
GRIA1,DAB1,0.01805967,Co-expression,Roth-Zlotnik-2006,5
APLP1,ADARB2,0.005044168,Co-expression,Roth-Zlotnik-2006,5
APLP1,NPAS3,0.005412314,Co-expression,Roth-Zlotnik-2006,5
SLC6A1,GAD1,0.007711989,Co-expression,Wang-Maris-2006,5
BCL11A,GAD1,0.01072666,Co-expression,Wang-Maris-2006,5
ERBB4,ZNF536,0.019200586,Co-expression,Wang-Maris-2006,5
MEF2C,GAD1,0.008592146,Co-expression,Wang-Maris-2006,5
MEF2C,BCL11A,0.010257854,Co-expression,Wang-Maris-2006,5
GRIA3,GAD1,0.009603413,Co-expression,Wang-Maris-2006,5
GRIA3,SLC6A1,0.012029701,Co-expression,Wang-Maris-2006,5
GRIA3,MEF2C,0.010718325,Co-expression,Wang-Maris-2006,5
GRIA1,ERC2,0.010341431,Co-expression,Wang-Maris-2006,5
NR2F2,MAF,0.008567249,Co-expression,Wang-Maris-2006,5
ZNF536,GAD1,0.00971403,Co-expression,Burington-Shaughnessy-2008,5
NRXN3,GAD1,0.007593626,Co-expression,Burington-Shaughnessy-2008,5
BCL11A,ZBTB20,0.011523536,Co-expression,Burington-Shaughnessy-2008,5
ERBB4,GAD1,0.009292791,Co-expression,Burington-Shaughnessy-2008,5
GRIA2,GAD1,0.006088493,Co-expression,Burington-Shaughnessy-2008,5
LRRFIP1,CELF2,0.021791054,Co-expression,Burington-Shaughnessy-2008,5
KCNV2,NRXN3,0.01948388,Co-expression,Burington-Shaughnessy-2008,5
NR2F2,MEF2C,0.018183561,Co-expression,Burington-Shaughnessy-2008,5
SLC6A1,GRIK1,0.017700741,Co-expression,Perou-Botstein-2000,5
ERC2,ZNF536,0.008931151,Co-expression,Perou-Botstein-2000,5
MEF2C,MAF,0.008385404,Co-expression,Perou-Botstein-2000,5
CELF2,ATP2B1,0.013443903,Co-expression,Bild-Nevins-2006 B,5
MEF2C,ATP2B1,0.017008012,Co-expression,Bild-Nevins-2006 B,5
MEF2C,CELF2,0.009843856,Co-expression,Bild-Nevins-2006 B,5
LDLR,KCNC1,0.025376296,Co-expression,Bild-Nevins-2006 B,5
KCNV2,ZNF536,0.009807994,Co-expression,Bild-Nevins-2006 B,5
CELF2,ZBTB20,0.012386869,Co-expression,Bahr-Bowler-2013,5
MEF2C,BCL11A,0.013502338,Co-expression,Bahr-Bowler-2013,5
ZNF536,ADARB2,0.005580029,Co-expression,Dobbin-Giordano-2005,5
ERBB4,NPAS3,0.015738826,Co-expression,Dobbin-Giordano-2005,5
GRIP1,KCNC1,0.005386347,Co-expression,Dobbin-Giordano-2005,5
DAB1,GRIP1,0.002189966,Co-expression,Dobbin-Giordano-2005,5
CACNG2,ELAVL2,0.005770044,Co-expression,Dobbin-Giordano-2005,5
GRIA1,DAB1,0.007990729,Co-expression,Dobbin-Giordano-2005,5
APLP1,ELAVL2,0.003392388,Co-expression,Dobbin-Giordano-2005,5
APLP1,CACNG2,0.005148053,Co-expression,Dobbin-Giordano-2005,5
SLC6A1,GRIK1,0.02190495,Co-expression,Wu-Garvey-2007,5
NLGN1,ERC2,0.005043093,Co-expression,Wu-Garvey-2007,5
APLP1,ZNF536,0.013033513,Co-expression,Wu-Garvey-2007,5
GRIK1,ELAVL2,0.005501999,Co-expression,Perou-Botstein-1999,5
GRIA2,ERC2,0.010559771,Co-expression,Chen-Brown-2002,5
APLP1,NRXN3,0.029481204,Co-expression,Chen-Brown-2002,5
ATP2B1,GAD2,0.01195395,Co-localization,Johnson-Shoemaker-2003,5
BCL11A,CELF2,0.02160619,Co-localization,Johnson-Shoemaker-2003,5
KCNC1,GRIA4,0.008988891,Co-localization,Johnson-Shoemaker-2003,5
MEF2C,BCL11A,0.016267529,Co-localization,Johnson-Shoemaker-2003,5
GRIA2,ATP2B1,0.00884692,Co-localization,Johnson-Shoemaker-2003,5
GRIA2,NRXN3,0.017990466,Co-localization,Johnson-Shoemaker-2003,5
GRIA3,NRXN3,0.013397565,Co-localization,Johnson-Shoemaker-2003,5
GRIA3,GRIA2,0.007140839,Co-localization,Johnson-Shoemaker-2003,5
CACNG2,ELAVL2,0.006995722,Co-localization,Johnson-Shoemaker-2003,5
CACNG2,GAD1,0.008802211,Co-localization,Johnson-Shoemaker-2003,5
CACNG2,NRXN3,0.013422737,Co-localization,Johnson-Shoemaker-2003,5
GRIA1,CELF2,0.016446078,Co-localization,Johnson-Shoemaker-2003,5
GRIA1,ERBB4,0.019101648,Co-localization,Johnson-Shoemaker-2003,5
GRIA1,DAB1,0.017729484,Co-localization,Johnson-Shoemaker-2003,5
GRIA1,GRIA2,0.009917008,Co-localization,Johnson-Shoemaker-2003,5
